5
32
625,122
504,325
424,428
737,236
957,393
1396,591
1267,600
1797,414
2290,211
3290,90
2409,79
2087,266
2671,474
3561,421
2631,508
3421,468
3875,258
3140,39
2791,222
3377,451
2793,602
2264,705
1645,514
2638,664
2105,816
2043,991
2837,1066
2104,973
2280,837
2796,1070
3189,920
4079,1048
71
716,173
1084,263
1833,295
1521,361
1115,309
424,131
1157,255
807,214
1336,258
1980,328
2535,115
3295,91
2777,278
3722,324
3529,357
2735,511
2230,660
1447,769
1749,992
1101,766
1445,760
900,668
1786,794
2505,1036
2291,1106
1822,955
1579,971
1651,736
1459,980
2041,983
1954,802
2661,1030
3567,949
4418,958
4339,888
3569,1045
3769,1035
4683,1107
4791,1271
4631,1192
5504,985
5775,753
5783,936
6497,752
7185,542
6451,696
5549,937
5858,787
5680,637
5596,850
5906,1041
4959,1128
3989,1040
4092,1022
4557,1235
5261,1081
6124,1167
5802,925
6746,920
5770,1127
4853,1343
5784,1481
6421,1329
5819,1262
6152,1444
7051,1570
7760,1441
8706,1229
9131,1081
8417,898
9283,1055
109
41,237
470,327
371,148
449,341
1290,296
831,60
1264,231
1686,364
1078,234
1140,123
1899,50
2716,217
3710,223
3362,388
3376,517
4160,377
4417,229
5302,45
4536,87
3754,170
3243,294
3689,68
2943,215
3551,108
3356,229
2578,38
2710,273
2306,91
2750,101
3486,252
2639,276
3471,172
3696,271
3086,58
3538,62
4316,106
4138,234
4958,46
5725,75
5828,305
5072,153
5939,388
6228,300
6413,81
6621,328
7121,543
6352,302
7284,484
6514,387
5670,566
5732,457
5038,433
5756,428
6623,390
7062,606
7660,527
8562,686
8320,564
8141,489
8096,716
7277,759
8058,813
8687,729
7919,624
7500,683
8369,640
8392,491
9357,658
10109,708
10515,738
9747,719
9106,915
9421,966
8725,1042
8707,1153
8867,1336
8512,1521
7542,1351
8390,1185
8212,1204
7567,1332
6658,1177
6309,968
6138,1119
6048,869
5690,815
6084,626
5642,831
6588,981
5943,1159
5271,945
4350,765
4358,807
3504,604
3847,562
2917,503
2530,536
2273,621
1466,740
2204,906
1986,840
2151,942
2483,879
2821,698
1997,832
2351,939
1611,1088
2164,1308
1415,1525
86
716,132
973,30
347,245
1028,158
1007,7
409,30
368,100
418,54
1332,272
837,309
1805,290
1978,64
2358,79
1484,131
1949,39
1767,201
2130,446
1386,656
1611,702
1896,843
1616,986
2251,918
2851,674
2289,760
1416,902
2228,653
1924,801
2551,904
2269,687
2197,635
2958,722
2987,567
3526,584
3726,449
3521,364
2546,305
2443,443
2468,401
2680,442
2914,417
3288,233
3207,194
3615,341
2667,315
3619,65
4401,314
4518,514
4121,622
3363,427
3554,509
3694,669
3081,883
3298,706
4154,902
5009,1015
5508,974
4983,878
5544,1016
5073,1048
5002,1060
4808,943
4799,1033
4754,1173
5056,1296
5287,1298
4616,1510
3734,1420
3519,1271
3977,1341
4874,1093
5222,951
5561,797
5155,829
4415,843
4301,826
4512,858
4873,684
4433,864
3756,991
3801,941
3974,1009
3957,800
3286,1014
3263,890
3844,659
3307,411
90
985,130
429,162
757,272
580,472
844,280
882,33
330,59
1091,252
1266,430
2193,597
2982,796
2249,785
1395,942
1488,791
2373,675
3297,599
3542,421
2586,243
3312,309
3489,477
2916,356
2837,399
2589,318
3014,329
2542,221
3370,187
4346,305
3661,498
3357,269
3652,31
3528,101
3750,290
4388,337
3933,288
4596,111
3816,334
4472,409
4619,279
4926,199
3990,53
3704,68
3360,244
2589,486
2303,294
2501,494
3239,305
3316,551
3734,755
3490,926
3794,824
4182,622
4853,448
4814,577
5340,709
6211,733
5294,707
4846,863
3947,1022
4020,1227
4313,1156
4010,1183
4231,1115
4861,1156
4533,1338
3890,1265
4681,1271
5484,1047
6397,1210
5760,1452
6677,1697
5743,1711
5712,1821
5378,1893
4475,1860
5134,2010
5197,2015
5104,1951
4403,2059
4280,2290
4774,2491
5426,2295
6225,2137
5293,2305
5681,2103
5764,2310
5820,2157
5234,2330
6114,2549
5490,2360
5005,2193
