36,284,388,406,493,585,807,834,862,1243,1318,1678,1685,2061,2167,2232,2679,2984,3045,3109,3129,3306,3326,3349,3598,3629,3779,3781,4056,4090,4146,4542,4774,4898,5138,5145,5945,6081,6452,6709,6913,7291,7359,7851,8248,8316,9034,9410,9712,9736
296,415,694,755,804,806,1017,1186,1409,1409,1636,1897,1965,1998,2151,2313,2563,3229,3271,3355,3642,3735,3999,4275,4853,4895,5145,5252,5446,5450,5472,5491,5720,6055,7213,7441,7590,7941,7950,8176,8182,8219,8415,8453,9187,9263,9681,9681,9802,9869
335,383,551,615,670,835,863,883,893,931,1152,1181,1255,1806,2203,2321,2654,2838,2931,3463,3985,4030,4452,5033,5049,5250,5260,5392,5437,5471,5532,5592,5931,6064,6538,6737,7290,7434,7801,7978,8058,8333,8336,8673,8730,9130,9201,9441,9489,9808
134,1026,1082,1110,1360,1628,1636,1833,1894,2425,3117,3337,3422,3925,4140,4209,4478,4481,4605,4645,4795,4802,4866,4929,5083,5422,5722,5759,5961,6066,6387,6767,6976,7223,7534,7675,7790,8078,8097,8171,8814,8849,8914,9031,9060,9087,9262,9415,9522,9880
589,933,1200,1665,1677,1855,2186,2297,2301,2469,2532,2564,2652,2751,2849,2947,3134,3273,3608,4004,4297,4451,4474,4588,4856,5161,5262,5463,5606,5827,5904,5931,6087,7034,7446,7615,7694,7792,8192,8410,8455,8528,8577,8580,8849,9264,9300,9317,9518,9926
98,650,817,1051,1165,1228,1577,1671,1673,1786,1826,2056,2242,2620,2620,2860,3012,3284,3308,4121,4181,4251,4253,4374,4379,4448,4501,4845,5397,5453,5576,5689,6301,6371,7100,7356,7443,7699,7872,7895,8477,8839,8843,8887,8940,9241,9253,9363,9481,9630
159,299,618,1287,1292,1419,1735,1779,2398,2413,2829,3150,3164,3501,3582,4105,4260,4293,4396,4442,4447,4453,4583,4893,5189,5352,5606,5845,5913,6319,6373,6471,6488,6618,6786,6840,7044,7112,7340,7731,7785,8074,8469,8478,8481,9066,9141,9201,9420,9630
31,105,330,539,562,647,966,1182,1283,1349,1527,1551,1880,1949,2085,2340,2785,2795,2850,2965,3113,3155,3395,3655,3734,4274,4447,4600,4621,4868,4902,5322,5564,5575,6221,6291,6420,6911,7121,7422,7428,7788,7804,8111,8217,9019,9192,9537,9561,9921
156,651,735,1116,1316,2002,2265,2283,2797,3004,3197,3387,3395,3427,3523,3528,4443,4850,4979,4982,5115,5195,5396,5459,5603,5677,5915,5944,6098,6317,6418,6546,7130,7199,7407,7532,8136,8233,8313,8334,8462,8496,8499,8628,8842,8937,9711,9715,9827,9942
141,161,290,418,843,914,1191,1258,1485,1816,1873,2001,2112,2183,2482,2592,3388,3402,3514,3615,3637,4077,4185,4353,4477,4586,5034,5116,5153,6096,6374,6603,6958,6994,7005,7090,7653,7744,7858,8115,8302,8716,8885,8935,9256,9375,9423,9515,9670,9746
3,110,184,330,343,578,872,973,1314,1423,1430,1476,1876,1959,2365,2559,2568,2576,2648,2848,2906,3389,3672,3673,3724,3949,4351,4580,5129,5195,5315,5546,5627,6160,6171,6812,6993,7275,7552,7637,7832,8186,8489,9020,9278,9306,9634,9720,9755,9931
58,82,182,233,283,325,421,566,857,1015,1122,1155,1425,1451,1799,2265,2950,3044,3100,3191,3287,3622,3760,3991,4011,4499,5738,6017,6089,6206,6243,6472,6646,6875,7342,7585,7694,7785,7920,8048,8184,8188,8286,8644,8739,8789,8859,8990,9587,9668
60,254,327,399,461,616,727,800,1127,1391,1866,2091,2392,2585,2684,2983,3230,3713,3872,3997,4020,4109,4184,4199,4234,4365,4475,4501,4607,4647,4682,5482,5578,5632,5854,6726,6993,7524,7537,7626,7874,8171,8716,8772,8922,9255,9456,9562,9632,9878
26,333,533,640,659,769,951,978,1180,1515,1534,1559,2047,2274,3401,4416,4478,4811,4834,4947,4964,5212,5258,5759,5772,6285,6294,6382,6519,6642,6661,6690,6704,6849,6879,7078,7096,7104,7170,7700,8108,8189,8221,8575,8850,8874,8914,9053,9237,9700
90,383,453,835,1292,1525,1785,2567,2764,2905,3245,3448,3523,3814,3919,3931,4050,4061,4246,4464,4591,4794,4891,5068,5489,5551,5592,5754,5897,6097,6115,6141,6815,7030,7249,7921,8042,8189,8234,8314,8465,8672,8709,8857,9069,9408,9627,9628,9742,9928
8,344,414,587,706,1156,1918,1957,2284,2334,2361,2380,2602,2808,2890,2903,2948,3032,3215,3216,4080,4584,4811,5148,5294,5317,5322,5324,5414,5589,5795,5847,6488,6512,6596,6639,6998,7606,7610,7894,8161,8546,8965,9156,9211,9280,9388,9389,9473,9537
63,1006,1029,1208,1245,1272,1437,1537,1631,2531,2624,2667,2907,2979,3093,3198,3267,3602,3698,3999,4054,4363,4526,4802,5041,5346,5574,5651,5817,5910,6041,6624,7460,7483,7553,8099,8099,8164,8241,8311,8353,8495,8506,8653,8743,8975,9027,9159,9241,9819
43,251,653,749,880,1056,1131,1421,1513,1550,1663,2049,2210,2361,2485,2683,2793,3344,3508,3934,4351,4381,4494,4685,4873,4964,5011,5523,5730,5802,5969,6017,6106,6268,6511,6598,6661,7216,7347,7356,7387,7576,7714,7754,8517,8553,8610,8728,9040,9905
153,159,321,597,1179,1181,1245,1258,1408,1482,2430,2461,2512,2718,2730,2819,3093,3130,3174,3269,3322,3332,4586,4594,4886,4989,5067,5425,5565,6046,6678,6699,6802,6810,6856,7195,7401,7620,7926,8232,8546,8671,8698,8788,8792,8894,9016,9019,9053,9196
145,195,350,496,689,1090,1283,1317,1520,1717,2114,2210,2308,2476,2495,3097,3757,3839,4025,4194,4715,4874,5187,5265,5815,5879,6618,6623,6684,6715,6734,6749,6995,7163,7167,7359,7556,8203,8288,8483,8513,8516,8610,8785,8796,8960,9208,9690,9769,9823
2,582,721,837,912,1146,1465,1589,1607,1811,1847,2500,2820,2859,2896,3015,3051,3184,3284,3439,3977,4010,4036,4073,4189,4322,4478,4525,4576,4626,4662,4899,5320,5436,5642,6286,7264,7280,7589,7807,8005,8031,8116,8300,8869,9229,9287,9294,9484,9646
116,180,310,382,932,970,994,2532,2537,2557,2633,2834,3026,3101,3160,3301,3338,3340,3373,4130,4187,4240,4286,4542,4832,4837,4920,5385,5539,5907,6044,6498,6716,6925,7146,7170,7239,7281,7461,7708,8183,8245,8377,8839,9112,9329,9551,9611,9813,9937
26,79,108,253,278,414,460,571,844,935,962,1075,1205,1443,1515,1761,1813,2033,2087,2252,2788,2996,3378,3634,4160,4280,4324,4678,5109,5290,5382,5577,5640,5923,6019,6092,6352,6555,6583,6834,6956,7050,7284,8140,8222,8590,8929,9309,9672,9949
98,277,1289,1314,1552,1575,1580,1853,1879,2035,2107,2140,2450,2550,2608,2683,2687,2696,3050,3140,3211,3285,3435,3488,3498,3521,3576,3866,3909,3915,4109,4147,4181,4221,4698,5286,5295,5575,5738,5916,6140,6812,7155,7589,8484,8492,8927,9200,9406,9462
13,249,286,598,873,899,903,1217,1410,1650,2183,2434,2553,2683,2955,3039,3867,3874,4593,4799,4808,4832,5057,5157,5283,5297,5391,5679,6199,6318,6549,6643,7040,7124,7222,7247,7416,7819,7846,8104,8774,8814,8917,9065,9193,9351,9483,9761,9841,9965
86,142,313,672,695,746,851,934,1234,1366,1870,1930,2120,2256,2271,2312,2468,2578,2608,2674,3051,3529,3790,3800,3914,4383,4388,4685,4798,5476,5627,5825,6043,6064,6240,6489,6548,6593,6599,7243,7293,7833,8196,8360,8752,8940,9477,9780,9822,9920
368,784,1055,1131,1134,1139,1419,1428,1447,1793,1882,2058,2103,2469,2565,2820,3107,3148,3666,3679,3830,3921,3922,3930,4036,4233,5813,5831,6355,6469,6811,6813,7103,7977,8106,8223,8271,8313,8450,8460,8910,9105,9238,9394,9545,9615,9673,9699,9838,9958
392,714,990,1082,1115,1226,1264,1324,1471,1523,1725,1946,1973,2265,2499,2751,2867,3329,3352,3452,3715,3912,4345,4440,4491,5218,5265,5297,5560,5602,5635,6001,6191,6715,6831,6964,7044,7289,7448,8089,8136,8249,8457,8487,8689,8720,8766,9129,9763,9945
145,275,507,1301,1430,1499,1545,1892,2230,2460,2578,2642,3376,3592,3876,3973,4035,4376,4416,4705,4970,5202,5204,5447,5510,5694,5741,6046,6084,6348,6409,6525,6857,7191,7339,7691,7836,7884,8010,8016,8185,8324,8477,8491,8677,8866,8988,9010,9097,9841
144,313,334,349,563,569,734,941,1404,1727,1796,2033,2174,2320,2325,3163,3271,3392,3515,3558,4057,4443,4795,4972,5059,5081,5819,6000,6203,6569,6716,7041,7190,7373,7404,7464,7509,7654,7697,7916,8155,8338,8501,8623,8857,9009,9099,9212,9396,9612
140,425,456,557,602,604,704,723,1168,1190,1684,1927,2010,2041,2393,2415,2430,2617,2638,2849,3060,3282,3619,3945,4114,4383,4422,4746,5344,5454,5624,5740,6259,6379,6514,7042,7124,7283,7771,7849,8247,8357,8427,8899,9096,9145,9245,9495,9580,9989
99,555,962,1058,1301,1330,1378,1717,1723,2798,2819,2896,3334,3391,3452,3595,3965,4009,4500,4764,5070,5137,5349,5943,6038,6060,6158,6499,6629,6635,6769,7967,8117,8136,8405,8410,8767,8983,9020,9087,9224,9260,9363,9486,9718,9746,9783,9807,9809,9979
64,116,288,970,1045,1576,1642,2386,2387,2509,2564,2714,3160,3226,3401,3413,3506,3624,3673,3698,3847,4028,4393,4492,4653,4794,5023,5040,5165,5194,5513,5541,5772,5938,6026,6373,6936,7026,7284,7401,7605,8072,8233,8246,8611,8707,8754,9395,9655,9997
197,485,1382,1556,1569,1629,1942,2014,2110,2135,2150,2408,2450,2506,2705,2886,2928,2999,3110,3418,3441,4005,4044,5081,5267,5281,5281,5502,5569,5663,5676,5959,5999,6535,7046,7230,7375,7533,7656,7810,8099,8157,8168,8298,9079,9115,9134,9293,9409,9546
345,398,429,730,1001,1011,1435,2085,2241,2268,2291,2730,2812,3004,3088,3135,3163,3706,4121,4268,4277,4479,5003,5039,5306,5464,5475,5479,5721,6024,6207,6326,6692,6992,7129,7261,7495,7769,7924,8200,8216,8409,8606,9037,9101,9291,9360,9594,9684,9891
316,572,825,958,1272,1396,1811,1868,1946,2568,3025,3029,3346,3720,3774,3795,3912,3993,4233,4649,4849,4875,5473,5671,5814,5904,6094,6190,6196,6475,6537,6852,6967,7138,7139,7239,7421,7576,7705,7738,8063,8140,8211,8413,8695,9012,9129,9187,9290,9324
93,147,162,212,261,897,954,1168,1831,1982,2028,2126,2180,2200,2214,3054,3346,3676,3812,3923,4041,4438,4471,4503,4581,4629,4875,5140,5292,5756,5988,6094,6633,6685,6933,6936,6948,7009,7151,7756,8032,8083,8299,8669,8812,8891,9066,9370,9700,9997
121,169,415,448,817,1216,1572,1909,2289,2378,2973,3213,3263,3369,3455,3985,4283,4647,4909,5024,5093,5303,5308,5320,5385,5980,6339,6410,6544,6547,7316,7708,7770,7813,8127,8415,8560,8574,8646,9309,9335,9446,9465,9607,9609,9655,9692,9782,9805,9887
137,201,420,456,590,720,921,1167,1485,1689,2027,2043,2078,2709,3039,3075,3079,3321,4016,4028,4269,4435,5221,5272,5516,5653,5812,5957,6132,6285,6403,6763,6894,7112,7134,7294,7377,7643,7670,7912,7944,7987,8123,8215,8279,8681,9301,9346,9464,9758
31,681,802,1131,1284,1385,1499,1759,1779,1860,2045,2080,2363,2418,2495,2671,2839,2866,3496,3503,3591,4059,4096,4239,4529,4548,4745,5176,5704,5810,5908,6125,6511,7004,7123,7156,7464,7855,7956,8063,8125,8164,8426,8855,8975,8994,9129,9182,9572,9790
11,169,181,384,399,405,570,570,577,674,877,1253,2077,2288,2685,2751,2873,3155,3202,3422,3488,4009,4250,4444,4788,4922,5003,5021,5028,5090,5110,5329,6033,6273,6809,7069,7070,7151,7174,7209,8205,8458,8526,8618,8729,8957,8987,9300,9436,9988
77,619,699,860,1056,1555,1751,1937,2172,2237,2312,2487,2850,2873,3148,3156,3488,3518,3628,3659,3772,5174,5221,5249,5603,5852,5903,6057,6376,6381,6446,6618,6902,7025,7158,7321,7336,7426,7699,7794,8245,8393,8656,8901,9032,9219,9287,9377,9623,9857
479,676,681,833,1192,1832,2000,2014,2430,2431,2500,2661,2777,3037,3046,3055,3141,3585,3766,3851,4141,4356,4486,4702,4945,5019,5156,5583,5606,5800,5869,5884,6065,6202,6785,7367,7619,7691,7942,7949,8043,8260,8338,8387,8760,9293,9299,9556,9574,9676
281,426,627,1037,1320,1391,1544,1656,1684,1687,1831,2184,2286,2327,2404,2836,2883,3081,3349,4037,4584,4732,4844,4883,5634,5675,5917,6100,6367,6431,6808,7245,7257,7940,7980,8023,8314,8530,8586,8608,8716,8771,8926,8991,9280,9325,9407,9445,9633,9663
73,228,232,440,513,517,734,783,821,897,1008,1182,1950,2337,2443,2452,2534,3254,3255,3289,3608,3831,3907,4505,4601,4903,4955,5127,5625,5929,5971,6008,6285,6310,7020,7054,7329,7336,7924,8071,8515,9016,9048,9172,9317,9477,9520,9568,9678,9720
832,837,996,997,1192,1247,1353,1402,1434,1654,2738,2794,2805,2988,3250,3326,3660,3680,3762,4036,4337,4369,4378,4395,4589,5070,5127,5333,5380,5975,6360,6644,6825,7042,7422,7610,7930,8155,8249,8627,8707,8710,9095,9472,9545,9560,9606,9714,9919,9933
116,423,487,590,686,837,1084,1175,1496,1787,2203,2339,2357,2379,2504,2593,2901,2935,3185,3887,4249,4339,4576,4853,4876,4888,5487,5571,5586,5840,5905,5916,6212,6216,6509,6551,6846,7423,7514,7541,7761,7980,8227,8443,8481,8530,9195,9387,9758,9781
172,323,563,634,667,739,806,1000,1470,1520,2480,2740,2829,2834,2874,3149,3172,3591,3718,3775,3789,3925,4118,4428,4553,4719,4812,5017,5156,5325,5403,5544,5545,5596,5914,6316,6448,6557,7049,7180,7186,7231,7481,7645,7838,9069,9158,9316,9328,9908
6,291,426,434,469,498,673,853,1283,1550,1611,2008,2332,2616,2624,2725,3259,3572,4268,4467,4601,5158,5162,5271,5337,5357,5371,5415,5645,5707,6128,6294,6827,6994,7179,7337,7685,7743,7831,8159,8200,8222,8406,8533,8577,8624,9031,9508,9691,9700
449,923,1354,1371,1934,2192,2197,2489,2516,2519,2686,2992,3358,3891,4038,4155,4187,4314,4435,4678,5441,5776,5941,6015,6194,6433,6488,6534,6740,6839,6955,7090,7458,7741,7883,7925,8239,8503,8526,8536,8629,8812,8968,9015,9059,9236,9493,9623,9808,9883
306,356,408,549,1125,1318,1345,1404,1650,1666,1700,1892,2490,2559,2621,3135,3184,3335,3432,3497,3567,3626,3871,3930,3955,4029,4312,4611,4796,5107,5161,5458,5970,6068,6129,6311,6531,6606,7057,7279,7339,7370,7562,7752,8972,9169,9469,9512,9757,9981
377,479,663,923,1378,1388,1463,1911,2046,2046,2202,2436,2679,3026,3240,3281,3668,3858,4356,4538,4574,4604,4664,4728,5028,5250,5357,5561,5604,5641,5702,5763,5932,6275,6598,6814,8070,8112,8168,8199,8221,8439,8499,8602,8634,8766,8963,9455,9737,9819
199,281,345,357,542,627,1018,1115,1282,1574,1858,2027,2083,2187,2267,2538,2578,2811,2987,3074,3085,3300,3317,3599,3641,3951,4133,4708,4846,4853,4974,5003,5162,6227,6458,7034,7198,7223,7452,7532,8338,8339,8501,8561,9583,9663,9706,9848,9867,9959
515,616,1005,1239,1309,1337,1817,1950,2234,2292,2416,2459,2806,2861,3230,3532,3817,3828,4038,4085,4549,4692,4927,5166,5253,5287,5488,5528,5723,5903,6469,6774,6830,6904,7210,7260,7281,7361,7478,7731,7779,8353,8814,8846,8874,9030,9279,9307,9488,9565
